,Place,Consumed,Name,Contest,Location,Date,Minutes
528,7th,8.5,Michael Rodriguez,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2017-04-15,10.0
529,8th,6,Robert Herzberg,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2017-04-15,10.0
530,9th,3,Lenny Lieder,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Miami, FL",2017-04-15,10.0
531,1st,25.5,Pablo Martinez,Nathan's Famous Hot Dog Eating qualifier - men,"Estero, FL",2017-03-25,10.0
532,2nd,21.5,Nathan Figueroa,Nathan's Famous Hot Dog Eating qualifier - men,"Estero, FL",2017-03-25,10.0
533,3rd,19,Crazy Legs Conti,Nathan's Famous Hot Dog Eating qualifier - men,"Estero, FL",2017-03-25,10.0
534,4th,13.5,Andrew Renfrow,Nathan's Famous Hot Dog Eating qualifier - men,"Estero, FL",2017-03-25,10.0
535,1st,10,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating qualifier - women,"Estero, FL",2017-03-25,10.0
536,1st,22.5,"Juan ""Hungry Saiyan"" Neave",Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2017-03-18,10.0
537,2nd,21,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2017-03-18,10.0
538,3rd,19,Steven Schuster,Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2017-03-18,10.0
539,1st,11,Kassandra Zapata,Nathan's Famous Hot Dog Eating qualifier - women,"San Antonio, TX",2017-03-18,10.0
540,1st,27.5,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2016-10-11,10.0
541,2nd,25.5,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2016-10-11,10.0
542,3rd,18,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2016-10-11,10.0
543,1st,9.5,Liz McClurg,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Nashville, TN",2016-10-11,10.0
544,2nd,8.5,Taylor Coombs,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Nashville, TN",2016-10-11,10.0
545,3rd,8,Noelle Morgan,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Nashville, TN",2016-10-11,10.0
546,1st,70,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
547,2nd,53,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
548,3rd,42,Carmen Cincotti,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
549,4th,38,Gideon Oji,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
550,5th,37.5,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
551,6th,36,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
552,7th,31,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
553,7th,31,Yasir Salem,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
554,9th,29,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
555,10th,28,"Marcos ""The Monster"" Owens",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
556,11th,27,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
557,12th,25,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
558,13th,24,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
559,14th,16,Steven Schuster,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
560,15th,12,"Dan ""Big Cat"" Katz",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
561,16th,1,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2016-07-04,10.0
562,1st,38.5,Miki Sudo,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
563,2nd,35,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
564,3rd,27,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
565,3rd,27,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
566,5th,17.5,BeeJay Alexander,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
567,6th,16.75,Nela Louise Zisser,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
568,7th,15.5,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
569,7th,15.5,Sophia Devita,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
570,9th,15,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
571,10th,13.5,Kassandra Zapata,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
572,11th,12.5,Daniella Gioia,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
573,12th,8.5,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
574,13th,7.75,Noelle Morgan,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
575,14th,7,Hilary Andrews,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
576,15th,4,"Elizabeth ""The Bespoke Curator"" Petra",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2016-07-04,10.0
577,1st,42,Carmen Cincotti,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2016-06-25,10.0
578,2nd,32,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2016-06-25,10.0
579,3rd,26,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2016-06-25,10.0
580,4th,13.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2016-06-25,10.0
581,5th,8,Lloyd Ingling,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2016-06-25,10.0
582,6th,5,"Jesse ""Eater J"" Rifkin",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Washington, DC",2016-06-25,10.0
583,1st,9,Hilary Andrews,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Washington, DC",2016-06-25,10.0
584,2nd,7.5,Lesley Ryder,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Washington, DC",2016-06-25,10.0
585,1st,73.5,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Exhibition,"Washington, DC",2016-06-25,10.0
586,1st,33,Yasir Salem,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2016-06-19,10.0
587,2nd,15.25,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2016-06-19,10.0
588,3rd,13,"""Beautiful"" Brian Seiken",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2016-06-19,10.0
589,4th,8,Andy Flamm,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2016-06-19,10.0
590,4th,8,Matthew Kiebus,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2016-06-19,10.0
591,1st,16.5,Sophia Devita,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2016-06-19,10.0
592,2nd,14.5,Daniella Gioia,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2016-06-19,10.0
593,3rd,8,Ryoo Jeesoo,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2016-06-19,10.0
594,4th,4.75,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2016-06-19,10.0
595,1st,33,Gideon Oji,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Norfolk, VA",2016-06-12,10.0
596,2nd,31,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Norfolk, VA",2016-06-12,10.0
597,3rd,28,Darron Breeden,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Norfolk, VA",2016-06-12,10.0
598,?,?,Brad Vittum,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Norfolk, VA",2016-06-12,10.0
599,1st,16.5,BeeJay Alexander,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Norfolk, VA",2016-06-12,10.0
600,2nd,?,Hilary Andrews,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Norfolk, VA",2016-06-12,10.0
601,?,7,Deborah Bethea,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Norfolk, VA",2016-06-12,10.0
602,1st,23.75,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2016-06-05,10.0
603,2nd,23.33,"Kevin ""Qwazy"" Ambs",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2016-06-05,10.0
604,3rd,19.5,George Chiger,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2016-06-05,10.0
605,4th,18,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2016-06-05,10.0
606,5th,13,"Michael ""Big Hoss"" Deitz",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2016-06-05,10.0
607,6th,13,"Ryan ""The Abyss"" Siciliano",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2016-06-05,10.0
608,7th,12.75,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2016-06-05,10.0
609,8th,6,Tom Serpico,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2016-06-05,10.0
610,1st,12,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Long Pond, PA",2016-06-05,10.0
611,2nd,8,"Tess ""Tessie Tornado"" Siciliano",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Long Pond, PA",2016-06-05,10.0
612,1st,34.75,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
613,2nd,31,Yasir Salem,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
614,3rd,23.5,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
615,4th,16,"Ryan ""The Abyss"" Siciliano",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
616,5th,15,"Steven ""The Clutch"" Dorgo",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
617,6th,14.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
618,7th,13,Jesse Kankula,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
619,9th,7,Kevin Belbey,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
620,?,8,Donald Sadeckas,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
621,?,7,Derek Allen,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Syracuse, NY",2016-06-04,10.0
622,1st,21,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Syracuse, NY",2016-06-04,10.0
623,2nd,14.5,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Syracuse, NY",2016-06-04,10.0
624,1st,21.5,Steven Schuster,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2016-05-28,10.0
625,2nd,18.5,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2016-05-28,10.0
626,3rd,16,Damien Boykin,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2016-05-28,10.0
627,?,?,Michael Alvarez,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2016-05-28,10.0
628,?,?,Mitch Johnson,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2016-05-28,10.0
629,?,?,Henry Roach,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2016-05-28,10.0
630,?,?,Stephen Smith,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2016-05-28,10.0
631,?,?,Anthony Taddeo,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2016-05-28,10.0
632,?,?,Aaaron Weiner,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2016-05-28,10.0
633,1st,6,"Elizabeth ""The Bespoke Curator"" Petra",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Charlotte, NC",2016-05-28,10.0
634,1st,39,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Houston, TX",2016-04-30,10.0
635,2nd,22,Peter Rottman,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Houston, TX",2016-04-30,10.0
636,3rd,20.5,Steven Schuster,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Houston, TX",2016-04-30,10.0
637,?,?,Jeremy Farmer,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Houston, TX",2016-04-30,10.0
638,?,?,Clint Scott,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Houston, TX",2016-04-30,10.0
639,1st,17,Nela Louise Zisser,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Houston, TX",2016-04-30,10.0
640,1st,30,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2016-04-23,10.0
641,2nd,29.75,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2016-04-23,10.0
642,3rd,27,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2016-04-23,10.0
643,4th,24.5,Josh Miller,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2016-04-23,10.0
644,5th,20,Justin Mih,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2016-04-23,10.0
645,6th,9,Adam Brickman,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2016-04-23,10.0
646,6th,9,Eric Wyrowski,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2016-04-23,10.0
647,8th,6,Adrian Padilla,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2016-04-23,10.0
648,1st,28,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2016-04-23,10.0
649,2nd,12.5,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2016-04-23,10.0
650,3rd,6.5,Lesley Ryder,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2016-04-23,10.0
651,DQ,?,Barbara LaBarge,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2016-04-23,10.0
652,1st,29,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Louis, MO",2016-04-16,10.0
653,2nd,19,"Matt ""Sweet Tooth"" Cohen",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Louis, MO",2016-04-16,10.0
654,?,?,Matthew Raible,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Louis, MO",2016-04-16,10.0
655,1st,12,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"St. Louis, MO",2016-04-16,10.0
656,2nd,7,Taylor Coombs,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"St. Louis, MO",2016-04-16,10.0
657,1st,22,Crazy Legs Conti,Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2016-03-19,10.0
658,2nd,16.5,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2016-03-19,10.0
659,3rd,12,Clint Scott,Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2016-03-19,10.0
660,4th,11,Jeremy Farmer,Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2016-03-19,10.0
661,5th,7,Robert Silva,Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2016-03-19,10.0
662,6th,6.5,Chad Hupp,Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2016-03-19,10.0
663,7th,5.5,Mark Poland,Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2016-03-19,10.0
664,8th,5,Phil Taglieri,Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2016-03-19,10.0
665,9th,4.5,Juan Herandez,Nathan's Famous Hot Dog Eating qualifier - men,"San Antonio, TX",2016-03-19,10.0
666,1st,11,Kassandra Zapata,Nathan's Famous Hot Dog Eating qualifier - women,"San Antonio, TX",2016-03-19,10.0
667,2nd,10.5,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating qualifier - women,"San Antonio, TX",2016-03-19,10.0
668,3rd,6,Vanessa Salazar,Nathan's Famous Hot Dog Eating qualifier - women,"San Antonio, TX",2016-03-19,10.0
669,1st,24,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-10-21,10.0
670,2nd,23,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-10-21,10.0
671,3rd,19,"Pedram ""In Jaws We Trust"" Esmaeelzadeh",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-10-21,10.0
672,4th,17.5,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-10-21,10.0
673,5th,16,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-10-21,10.0
674,6th,14,"Frank ""the Kaiser"" Wach",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-10-21,10.0
675,7th,13,Matthew Raible,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-10-21,10.0
676,8th,11.5,Stephen Underwood,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-10-21,10.0
677,9th,8,"Alex ""Moose"" Perez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-10-21,10.0
678,1st,6.5,Noelle Morgan,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Nashville, TN",2015-10-21,10.0
679,2nd,6,Taylor Coombs,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Nashville, TN",2015-10-21,10.0
680,1st,27,"Marcos ""The Monster"" Owens",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2015-10-04,10.0
681,2nd,25.5,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2015-10-04,10.0
682,3rd,19,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2015-10-04,10.0
683,4th,16,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2015-10-04,10.0
684,5th,14,"Jack ""Snack Jack"" Diamond",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2015-10-04,10.0
685,6th,12,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2015-10-04,10.0
686,?,8,Joey Haughey,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2015-10-04,10.0
687,?,8,Bryan Sheppard,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2015-10-04,10.0
688,1st,24.5,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Dover, DE",2015-10-04,10.0
689,1st,62,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
690,2nd,60,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
691,3rd,35.5,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
692,4th,33,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
693,5th,31,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
694,6th,30,Yasir Salem,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
695,7th,29.5,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
696,8th,28,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
697,9th,24.5,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
698,10th,22,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
699,11th,21.75,Steve Hendry,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
700,12th,19.5,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
701,13th,19,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
702,13th,19,Gideon Oji,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
703,15th,17,"Jeff ""The Beast Man"" Butler",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
704,16th,16,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2015-07-04,10.0
705,1st,38,Miki Sudo,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
706,2nd,34,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
707,3rd,27.5,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
708,4th,26,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
709,5th,16.75,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
710,6th,16.5,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
711,7th,16,Nela Louise Zisser,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
712,8th,15,Daniella Gioia,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
713,9th,13,BeeJay Alexander,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
714,10th,11,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
715,11th,10.5,Lesley Ryder,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
716,12th,8.5,Liz McClurg,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
717,13th,8,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
718,13th,8,Crystin Pactor,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
719,13th,8,Marlene Wigginton,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
720,16th,?,Angie Hendry,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2015-07-04,10.0
721,1st,6,Jacob Staedler,Nathan's Hot Dog Eating Contest,"Monterey, CA",2015-07-04,5.0
722,1st,?,Michael Pate,Nathan's Hot Dog Eating Contest,"Fort Worth, TX",2015-07-04,
723,2nd,5,Chaney Perez,Nathan's Hot Dog Eating Contest,"Monterey, CA",2015-07-04,5.0
724,3rd,4,Randall Hollquist,Nathan's Hot Dog Eating Contest,"Monterey, CA",2015-07-04,5.0
725,4th,3,Sarah Wilbur,Nathan's Hot Dog Eating Contest,"Monterey, CA",2015-07-04,5.0
726,5th,2,Sophie Cheng,Nathan's Hot Dog Eating Contest,"Monterey, CA",2015-07-04,5.0
727,1st,22,"Jeff ""The Beast Man"" Butler",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2015-06-28,10.0
728,1st,21,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Sonoma, CA",2015-06-28,10.0
729,2nd,20,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2015-06-28,10.0
730,2nd,13,Darren Turbeville,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Sonoma, CA",2015-06-28,10.0
731,3rd,11,Tony Pirc,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Sonoma, CA",2015-06-28,10.0
732,4th,10,Jon Davis,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Sonoma, CA",2015-06-28,10.0
733,4th,10,Joe Pistola,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Sonoma, CA",2015-06-28,10.0
734,?,?,Scott Thomas,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2015-06-28,10.0
