,Place,Consumed,Name,Contest,Location,Date,Minutes
735,1st,8.5,Liz McClurg,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Westlake, OH",2015-06-28,10.0
736,1st,8,Lesley Ryder,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Sonoma, CA",2015-06-28,10.0
737,1st,30.5,Geoffrey Esper,Nathan's Famous Hot Dog Eating Qualifier - men,"Rochester, NH",2015-06-27,10.0
738,2nd,30,Pablo Martinez,Nathan's Famous Hot Dog Eating Qualifier - men,"Rochester, NH",2015-06-27,10.0
739,3rd,25,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Qualifier - men,"Rochester, NH",2015-06-27,10.0
740,4th,16,"Ryan ""The Abyss"" Siciliano",Nathan's Famous Hot Dog Eating Qualifier - men,"Rochester, NH",2015-06-27,10.0
741,5th,12.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Qualifier - men,"Rochester, NH",2015-06-27,10.0
742,6th,11,Steven Blair,Nathan's Famous Hot Dog Eating Qualifier - men,"Rochester, NH",2015-06-27,10.0
743,7th,8,"Richard ""Just Do It"" Pruitt",Nathan's Famous Hot Dog Eating Qualifier - men,"Rochester, NH",2015-06-27,10.0
744,8th,7,Quentin Amundsen,Nathan's Famous Hot Dog Eating Qualifier - men,"Rochester, NH",2015-06-27,10.0
745,1st,8,"Mia ""Meatballz"" Davekos",Nathan's Famous Hot Dog Eating Qualifier - women,"Rochester, NH",2015-06-27,10.0
746,1st,?,"""JP on KX""",Celebrity Nathan's Famous Hot Dog Eating Contest,"Lincoln, NE",2015-06-20,10.0
747,?,6,Adam Krueger,Celebrity Nathan's Famous Hot Dog Eating Contest,"Lincoln, NE",2015-06-20,10.0
748,1st,21,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lincoln, NE",2015-06-20,10.0
749,2nd,15,"Mark ""the muncher"" Williams",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lincoln, NE",2015-06-20,10.0
750,3rd,15,Mo Vavra,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lincoln, NE",2015-06-20,10.0
751,4th,12,Matthew Raible,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lincoln, NE",2015-06-20,10.0
752,5th,10,"Andrew ""The Bear"" Kogutkiewicz",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Lincoln, NE",2015-06-20,10.0
753,1st,4,Angie Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Lincoln, NE",2015-06-20,10.0
754,2nd,?,Claire Borer,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Lincoln, NE",2015-06-20,10.0
755,1st,36,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2015-06-14,10.0
756,2nd,30,Geoffrey Esper,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2015-06-14,10.0
757,3rd,13.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2015-06-14,10.0
758,3rd,13.5,"""Beautiful"" Brian Seiken",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2015-06-14,10.0
759,5th,10,Jordan Rothman,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2015-06-14,10.0
760,6th,7.5,Andy Flamm,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2015-06-14,10.0
761,6th,7.5,Seth Rothman,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2015-06-14,10.0
762,8th,4,Nick Durham,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2015-06-14,10.0
763,1st,18,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2015-06-14,10.0
764,2nd,6.5,Lisa George,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2015-06-14,10.0
765,3rd,6,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2015-06-14,10.0
766,4th,1,Mary Sevastos,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2015-06-14,10.0
767,1st,33,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-06-13,10.0
768,2nd,17.5,Josh Miller,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-06-13,10.0
769,3rd,17,"Pedram ""In Jaws We Trust"" Esmaeelzadeh",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-06-13,10.0
770,3rd,17,Michael Schwertz,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Nashville, TN",2015-06-13,10.0
771,1st,3.5,Brandi,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Nashville, TN",2015-06-13,10.0
772,1st,29,Yasir Salem,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2015-06-07,10.0
773,2nd,17,George Chiger,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2015-06-07,10.0
774,3rd,13,Carmen Cincotti,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2015-06-07,10.0
775,3rd,13,"David ""The Termite"" Wood",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2015-06-07,10.0
776,5th,12,"Jack ""Snack Jack"" Diamond",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2015-06-07,10.0
777,6th,11.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2015-06-07,10.0
778,6th,11.5,"Ryan ""The Abyss"" Siciliano",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2015-06-07,10.0
779,8th,11,"Michael ""Big Hoss"" Deitz",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2015-06-07,10.0
780,9th,6.75,Frank Herrero,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2015-06-07,10.0
781,1st,14,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Long Pond, PA",2015-06-07,10.0
782,1st,16,Gideon Oji,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2015-05-23,10.0
783,2nd,14,Craig Wasberg,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2015-05-23,10.0
784,3rd,13,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2015-05-23,10.0
785,4th,11,Michael Alvarez,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Charlotte, NC",2015-05-23,10.0
786,1st,14,BeeJay Alexander,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Charlotte, NC",2015-05-23,10.0
787,2nd,?,Mary Nelson,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Charlotte, NC",2015-05-23,10.0
788,1st,25,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Louis, MO",2015-05-16,10.0
789,2nd,16,"Kyle ""The Hammer"" Hanner",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Louis, MO",2015-05-16,10.0
790,3rd,13,Matthew Raible,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"St. Louis, MO",2015-05-16,10.0
791,1st,10,Marlene Wigginton,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"St. Louis, MO",2015-05-16,10.0
792,1st,29.5,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Houston, TX",2015-05-02,10.0
793,2nd,18,"Alex ""Moose"" Perez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Houston, TX",2015-05-02,10.0
794,3rd,9,Rodrigo Serna,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Houston, TX",2015-05-02,10.0
795,?,6,"Robb ""Pizza Punisher"" Zipp",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Houston, TX",2015-05-02,10.0
796,1st,8.5,Crystin Pactor,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Houston, TX",2015-05-02,10.0
797,1st,30,"""Las Vegas Metropolitan Police Department""",Nathan's Famous Hot Dog Eating Contest - heroes,"Las Vegas, NV",2015-04-25,
798,?,?,"""Clark County Fire Department""",Nathan's Famous Hot Dog Eating Contest - heroes,"Las Vegas, NV",2015-04-25,
799,?,?,"""Nellis Air Force Base""",Nathan's Famous Hot Dog Eating Contest - heroes,"Las Vegas, NV",2015-04-25,
800,?,?,"""Sean E. Cooper of FANTASY at Luxor""",Nathan's Famous Hot Dog Eating Contest - heroes,"Las Vegas, NV",2015-04-25,
801,?,?,"""Tournament of Kings at Excalibur""",Nathan's Famous Hot Dog Eating Contest - heroes,"Las Vegas, NV",2015-04-25,
802,1st,48,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2015-04-25,10.0
803,2nd,27,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2015-04-25,10.0
804,3rd,26,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2015-04-25,10.0
805,4th,19,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2015-04-25,10.0
806,5th,9,Zack Frank,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2015-04-25,10.0
807,5th,9,Adrian Padilla,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2015-04-25,10.0
808,7th,8,Brian Chung,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2015-04-25,10.0
809,8th,7,"""Magnificent Ben""",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Las Vegas, NV",2015-04-25,10.0
810,1st,27.25,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2015-04-25,10.0
811,2nd,14,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Las Vegas, NV",2015-04-25,10.0
812,1st,21,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Qualifier - men,"Atlanta, GA",2015-04-12,10.0
813,2nd,20,Gideon Oji,Nathan's Famous Hot Dog Eating Qualifier - men,"Atlanta, GA",2015-04-12,10.0
814,3rd,17,Damien Boykin,Nathan's Famous Hot Dog Eating Qualifier - men,"Atlanta, GA",2015-04-12,10.0
815,?,?,"Paul ""BoneBreaker"" Barlow, Jr.",Nathan's Famous Hot Dog Eating Qualifier - men,"Atlanta, GA",2015-04-12,10.0
816,?,?,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Qualifier - men,"Atlanta, GA",2015-04-12,10.0
817,1st,7,"Dee ""Princess Pi-Anna"" Martin",Nathan's Famous Hot Dog Eating Qualifier - women,"Atlanta, GA",2015-04-12,10.0
818,1st,23,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Qualifier - men,"Plant City, FL",2015-03-01,10.0
819,2nd,22.75,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Qualifier - men,"Plant City, FL",2015-03-01,10.0
820,3rd,12,Jose Azua,Nathan's Famous Hot Dog Eating Qualifier - men,"Plant City, FL",2015-03-01,10.0
821,4th,11,Jerry Whited,Nathan's Famous Hot Dog Eating Qualifier - men,"Plant City, FL",2015-03-01,10.0
822,5th,8.5,Mark Trombetta,Nathan's Famous Hot Dog Eating Qualifier - men,"Plant City, FL",2015-03-01,10.0
823,6th,8,Yadiel Vignau,Nathan's Famous Hot Dog Eating Qualifier - men,"Plant City, FL",2015-03-01,10.0
824,6th,8,Yariel Vignau,Nathan's Famous Hot Dog Eating Qualifier - men,"Plant City, FL",2015-03-01,10.0
825,8th,6,Matthew Germuth,Nathan's Famous Hot Dog Eating Qualifier - men,"Plant City, FL",2015-03-01,10.0
826,9th,3,Thomas Brown,Nathan's Famous Hot Dog Eating Qualifier - men,"Plant City, FL",2015-03-01,10.0
827,1st,10,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Qualifier - women,"Plant City, FL",2015-03-01,10.0
828,1st,32,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
829,2nd,27.5,"David ""The Termite"" Wood",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
830,3rd,23,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
831,4th,20,"Eric ""Steakbellie"" Livingston",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
832,5th,17,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
833,6th,16,Mike Barton,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
834,7th,10,Tony Colbert,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
835,8th,8,Eric Senzer,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
836,9th,5,Lee Bibb,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
837,10th,3,Jim Holloway,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Dover, DE",2014-09-28,10.0
838,1st,35,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Dover, DE",2014-09-28,10.0
839,1st,19,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, MI",2014-08-17,10.0
840,2nd,12,"Jimme ""JiminEater"" Mares",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Brooklyn, MI",2014-08-17,10.0
841,1st,15,Daniella Gioia,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Brooklyn, MI",2014-08-17,10.0
842,1st,61,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
843,2nd,56,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
844,3rd,44,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
845,4th,34,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
846,4th,34,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
847,6th,32,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
848,7th,29,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
849,8th,26,"Marcos ""The Monster"" Owens",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
850,9th,25,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
851,10th,19.75,Yasir Salem,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
852,11th,19.5,"Aaron ""A-Train"" Osthoff",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
853,12th,17,Pablo Martinez,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
854,13th,13,"Ronnie ""MegaByte"" Hartman",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
855,14th,10,Horacio Chanyau,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
856,14th,10,"Sean ""Flash"" Gordon",Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
857,16th,3,Colin Shirlow,Nathan's Famous Hot Dog Eating Contest - men,"Brooklyn, NY",2014-07-04,10.0
858,1st,34,Miki Sudo,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
859,2nd,27.75,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
860,3rd,27,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
861,4th,23.5,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
862,5th,18,Meredith Boxberger,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
863,6th,14,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
864,7th,11,Carlene LeFevre,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
865,8th,10,Neslie Ricasa,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
866,9th,9,"Mary ""I Love 'em HOT!"" Bowers",Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
867,10th,8.5,Marlene Wigginton,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
868,11th,7.5,Nicole Pulig,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
869,12th,7,Nikki Rodriguez,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
870,13th,3,Val Bromann,Nathan's Famous Hot Dog Eating Contest - women,"Brooklyn, NY",2014-07-04,10.0
871,1st,23,"Stephanie ""Xanadu"" Torres",Nathan's Hot Dog Eating Contest,"El Paso, TX",2014-07-04,10.0
872,1st,29.5,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
873,2nd,29,"Jeff ""The Beast Man"" Butler",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
874,3rd,22,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
875,4th,20,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
876,5th,20,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
877,6th,18,Scott Thomas,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
878,7th,16,Matt Bonanno,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
879,8th,14.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
880,9th,12,Jacob Halicek,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
881,10th,10,"Tim ""Obi-Wing-Kenobi"" Cain",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Westlake, OH",2014-06-29,10.0
882,1st,10,Nikki Rodriguez,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Westlake, OH",2014-06-29,10.0
883,2nd,5.5,Molly Nemunaitis,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Westlake, OH",2014-06-29,10.0
884,1st,26,"Juan ""more bite"" Rodriguez",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Sonoma, CA",2014-06-22,10.0
885,2nd,22,Steve Hendry,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Sonoma, CA",2014-06-22,10.0
886,?,17,"Dax ""theGinger"" Swanson",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Sonoma, CA",2014-06-22,10.0
887,1st,40,Miki Sudo,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Sonoma, CA",2014-06-22,10.0
888,2nd,12,Neslie Ricasa,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Sonoma, CA",2014-06-22,10.0
889,1st,53,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2014-06-21,10.0
890,2nd,13,"David ""The Termite"" Wood",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2014-06-21,10.0
891,3rd,12,Dan Coonan,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Boston, MA",2014-06-21,10.0
892,1st,7.5,Nicole Pulig,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Boston, MA",2014-06-21,10.0
893,2nd,6,"Mia ""Meatballz"" Davekos",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Boston, MA",2014-06-21,10.0
894,?,?,Sam Jacobs,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Boston, MA",2014-06-21,10.0
895,?,?,Elise Ratchford,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Boston, MA",2014-06-21,10.0
896,1st,28.5,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
897,2nd,26,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
898,3rd,17,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
899,3rd,17,"""Beautiful"" Brian Seiken",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
900,5th,13,Frank Gesner,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
901,6th,12,Tim Ryan,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
902,7th,11,Anthony Crescenzo,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
903,8th,10,Fernando Andrade,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
904,9th,9.5,Andy Campbell,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
905,10th,6.25,Justin Dottin,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
906,?,5,Jay Horwitz,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
907,?,?,Juan Serrano,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
908,?,?,Froebel Vergara,Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Queens, NY",2014-06-15,10.0
909,1st,14,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2014-06-15,10.0
910,2nd,6,Prudence DiBenedetto,Nathan's Famous Hot Dog Eating Contest Qualifier - women,"Queens, NY",2014-06-15,10.0
911,1st,28,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Savannah, GA",2014-06-07,10.0
912,1st,28,"Marcos ""The Monster"" Owens",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2014-06-07,10.0
913,2nd,24,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Savannah, GA",2014-06-07,10.0
914,2nd,22,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2014-06-07,10.0
915,3rd,21,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2014-06-07,10.0
916,4th,15,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest Qualifier - men,"Long Pond, PA",2014-06-07,10.0
